Conver,Conver,corr,corr,Diction,Diction,DisVoice,DisVoice,LIWC,LIWC,OpenSmile,OpenSmile
,,F38_affectby_F59,0.26606687565545095,,,,,,,mfcc_sma[10]_min_max,0.5823156120060913
,,F24_affectby_F45,0.2673753635678341,,,,,,,mfcc_sma_de[4]_iqr1-3_std,0.5823156120060913
,,F40_affectby_F84,0.2673753635678341,,,,,,,lspFreq_sma[7]_iqr1-2_max,0.5823156120060913
,,F17_affectby_F29,0.2673753635678341,,,,,,,lspFreq_sma_de[4]_iqr1-2_max,0.5823156120060913
,,F57_affectby_F24,0.2673753635678341,,,,,,,pcm_zcr_sma_amean_min,0.5843777826875234
,,F37_affectby_F3,0.2673753635678341,,,,,,,lspFreq_sma[3]_linregc1_max,0.5844015551038657
,,F66_affectby_F19,0.26868826892562886,,,,,,,F0env_sma_de_min_max,0.5844015551038657
,,F19_affectby_F42,0.26868826892562886,,,,,,,lspFreq_sma[7]_quartile2_max,0.5844015551038657
,,F28_affectby_F29,0.26868826892562886,,,,,,,lspFreq_sma[4]_quartile3_mean,0.5844015551038657
,,F37_affectby_F74,0.26868826892562886,,,,,,,lspFreq_sma_de[6]_quartile1_std,0.586490968066006
,,F12_affectby_F11,0.26868826892562886,,,,,,,mfcc_sma_de[8]_skewness_max,0.5883457034830533
,,F62_affectby_F51,0.26868826892562886,,,,,,,pcm_intensity_sma_de_iqr2-3_std,0.5885819589464364
,,F87_affectby_F50,0.2686882689256511,,,,,,,mfcc_sma_de[2]_linregc1_mean,0.5885838373391223
,,F60_affectby_F32,0.2686882689256511,,,,,,,lspFreq_sma[6]_iqr2-3_std,0.5885838373391223
,,F1_affectby_F73,0.2686882689256511,,,,,,,F0_sma_de_linregc2_max,0.5885838373391223
,,F47_affectby_F87,0.2686882689256511,,,,,,,lspFreq_sma_de[5]_iqr1-3_max,0.5885838373391223
,,F4_affectby_F48,0.2686882689256511,,,,,,,mfcc_sma_de[7]_linregerrQ_min,0.5903115040946944
,,F58_affectby_F56,0.2686882689256511,,,,,,,mfcc_sma_de[10]_maxPos_std,0.5906801492841003
,,F79_affectby_F29,0.2686882689256511,,,,,,,lspFreq_sma[3]_max_mean,0.5906801492841003
,,F75_affectby_F11,0.2686882689256511,,,,,,,mfcc_sma[7]_skewness_min,0.5909694282711397
,,F54_affectby_F80,0.2686882689256511,,,,,,,mfcc_sma[3]_stddev_std,0.5927798901752532
,,F39_affectby_F4,0.2700055944782975,,,,,,,voiceProb_sma_skewness_min,0.5927798901752532
,,F44_affectby_F86,0.2700055944782975,,,,,,,F0env_sma_de_min_std,0.5927798901752532
,,F16_affectby_F13,0.2700055944782975,,,,,,,pcm_loudness_sma_iqr2-3_max,0.5927798901752532
,,F25_affectby_F62,0.2700055944782975,,,,,,,lspFreq_sma_de[5]_quartile1_max,0.5948830462013581
,,F45_affectby_F80,0.2700055944782975,,,,,,,lspFreq_sma_de[7]_stddev_max,0.5948830462013581
,,F20_affectby_F5,0.2700055944782975,,,,,,,lspFreq_sma[1]_skewness_max,0.5959286982753241
,,F37_affectby_F1,0.2700055944782975,,,,,,,mfcc_sma[5]_stddev_mean,0.5969896034656106
,,F82_affectby_F23,0.2700055944782975,,,,,,,F0_sma_stddev_max,0.5980396448016352
,,F59_affectby_F66,0.2700055944782975,,,,,,,mfcc_sma[6]_min_mean,0.5990995479857221
,,F74_affectby_F15,0.2700055944782975,,,,,,,F0_sma_de_stddev_max,0.5990995479857221
,,F75_affectby_F78,0.2700055944782975,,,,,,,lspFreq_sma_de[6]_linregc1_min,0.5990995479857221
,,F81_affectby_F10,0.2700055944782975,,,,,,,lspFreq_sma[0]_iqr2-3_max,0.5990995479857221
,,F13_affectby_F72,0.2700055944782975,,,,,,,lspFreq_sma_de[5]_quartile2_min,0.5990995479857221
,,F65_affectby_F36,0.2713273429026585,,,,,,,mfcc_sma[9]_skewness_mean,0.5990995479857221
,,F31_affectby_F1,0.2713273429026585,,,,,,,lspFreq_sma_de[2]_linregerrQ_min,0.6008474455344883
,,F30_affectby_F8,0.2713273429026585,,,,,,,mfcc_sma_de[11]_kurtosis_std,0.6012128656943903
,,F10_affectby_F47,0.2713273429026585,,,,,,,mfcc_sma_de[11]_quartile2_mean,0.6012128656943903
,,F56_affectby_F10,0.2713273429026585,,,,,,,mfcc_sma_de[2]_linregc2_mean,0.6012128656943903
,,F47_affectby_F82,0.2713273429026585,,,,,,,lspFreq_sma[5]_linregerrQ_max,0.6012128656943903
,,F85_affectby_F26,0.2713273429026585,,,,,,,lspFreq_sma_de[5]_min_max,0.6012128656943903
,,F81_affectby_F43,0.2713273429026585,,,,,,,lspFreq_sma[0]_max_max,0.6033295424394032
,,F54_affectby_F30,0.2713273429026585,,,,,,,pcm_loudness_sma_de_iqr2-3_max,0.6033295424394032
,,F57_affectby_F9,0.2713273429026585,,,,,,,mfcc_sma_de[7]_maxPos_mean,0.6033295424394032
,,F77_affectby_F71,0.2713273429026585,,,,,,,pcm_zcr_sma_quartile3_min,0.604179546155936
,,F39_affectby_F80,0.2713273429026585,,,,,,,lspFreq_sma_de[6]_max_min,0.6054495639842019
,,F75_affectby_F16,0.2713273429026585,,,,,,,lspFreq_sma_de[4]_amean_std,0.6054495639842019
,,F85_affectby_F39,0.2726535168027909,,,,,,,lspFreq_sma_de[7]_quartile3_std,0.6054495639842019
,,F16_affectby_F42,0.2726535168027909,,,,,,,pcm_loudness_sma_linregerrQ_min,0.6061814017466489
,,F33_affectby_F59,0.2726535168027909,,,,,,,lspFreq_sma[6]_kurtosis_mean,0.6075729160076839
,,F46_affectby_F76,0.2726535168027909,,,,,,,mfcc_sma[4]_range_std,0.6075729160076839
,,F13_affectby_F28,0.2726535168027909,,,,,,,lspFreq_sma_de[7]_linregerrQ_mean,0.6096985833229662
,,F80_affectby_F69,0.2726535168027909,,,,,,,lspFreq_sma_de[4]_kurtosis_mean,0.6096995841048488
,,F28_affectby_F38,0.2726535168027909,,,,,,,mfcc_sma_de[5]_range_std,0.6096995841048488
,,F61_affectby_F23,0.2726535168027909,,,,,,,mfcc_sma[4]_iqr1-3_std,0.6096995841048488
,,F46_affectby_F31,0.2726535168027909,,,,,,,voiceProb_sma_de_min_min,0.6096995841048488
,,F80_affectby_F62,0.2726535168027909,,,,,,,pcm_intensity_sma_de_range_std,0.6118267639462822
,,F61_affectby_F85,0.2726535168027909,,,,,,,lspFreq_sma[2]_max_mean,0.6118295537866797
,,F34_affectby_F6,0.27398411870960715,,,,,,,lspFreq_sma_de[6]_linregc2_min,0.6118295537866797
,,F15_affectby_F24,0.27398411870960715,,,,,,,lspFreq_sma[7]_stddev_std,0.6118295537866797
,,F54_affectby_F17,0.27398411870960715,,,,,,,mfcc_sma_de[4]_maxPos_mean,0.6118295537866797
,,F28_affectby_F27,0.27398411870960715,,,,,,,pcm_intensity_sma_de_amean_min,0.6128929885414875
,,F26_affectby_F30,0.27398411870960715,,,,,,,pcm_intensity_sma_min_max,0.6139606282419244
,,F73_affectby_F9,0.27398411870960715,,,,,,,mfcc_sma_de[8]_skewness_std,0.6139628104809589
,,F4_affectby_F88,0.27531915108055954,,,,,,,lspFreq_sma[7]_iqr1-2_std,0.6139628104809589
,,F41_affectby_F82,0.27531915108055954,,,,,,,lspFreq_sma_de[7]_linregerrA_mean,0.6139628104809589
,,F16_affectby_F59,0.27531915108055954,,,,,,,pcm_intensity_sma_de_stddev_std,0.6160963771450675
,,F51_affectby_F53,0.27531915108055954,,,,,,,lspFreq_sma_de[3]_quartile2_std,0.6160993395319174
,,F73_affectby_F7,0.27531915108055954,,,,,,,mfcc_sma[1]_linregc1_max,0.6160993395319174
,,F27_affectby_F13,0.27531915108055954,,,,,,,lspFreq_sma[2]_iqr2-3_max,0.6160993395319174
,,F30_affectby_F47,0.27531915108055954,,,,,,,mfcc_sma[5]_skewness_min,0.6164468054005535
,,F80_affectby_F53,0.27531915108055954,,,,,,,pcm_intensity_sma_de_min_std,0.6171654768386716
,,F37_affectby_F51,0.27531915108055954,,,,,,,pcm_intensity_sma_de_amean_max,0.6171664620683688
,,F29_affectby_F81,0.27531915108055954,,,,,,,mfcc_sma[12]_amean_min,0.6182391262011433
,,F66_affectby_F82,0.27531915108055954,,,,,,,mfcc_sma_de[4]_iqr1-2_max,0.6182391262011433
,,F45_affectby_F3,0.27531915108055954,,,,,,,lspFreq_sma[2]_amean_max,0.6182391262011433
,,F57_affectby_F73,0.27531915108055954,,,,,,,mfcc_sma_de[4]_iqr2-3_max,0.6182391262011433
,,F16_affectby_F46,0.27531915108055954,,,,,,,F0_sma_iqr2-3_std,0.6203821556673081
,,F78_affectby_F53,0.2766586162993515,,,,,,,mfcc_sma[1]_max_min,0.6203821556673081
,,F65_affectby_F55,0.2766586162993515,,,,,,,mfcc_sma_de[1]_linregc1_min,0.6203821556673081
,,F44_affectby_F44,0.2766586162993515,,,,,,,mfcc_sma_de[5]_linregc2_mean,0.6203821556673081
,,F55_affectby_F84,0.2766586162993515,,,,,,,mfcc_sma[4]_kurtosis_min,0.6215140483670525
,,F48_affectby_F24,0.2766586162993515,,,,,,,mfcc_sma_de[11]_skewness_max,0.6223693726677271
,,F74_affectby_F56,0.2766586162993746,,,,,,,lspFreq_sma_de[2]_iqr1-3_mean,0.622528413026771
,,F68_affectby_F38,0.2766586162993746,,,,,,,lspFreq_sma_de[5]_range_max,0.622528413026771
,,F59_affectby_F43,0.278002516675556,,,,,,,lspFreq_sma_de[2]_linregc1_max,0.622528413026771
,,F80_affectby_F4,0.278002516675556,,,,,,,mfcc_sma[4]_stddev_std,0.622528413026771
,,F41_affectby_F28,0.278002516675556,,,,,,,lspFreq_sma[0]_min_std,0.622528413026771
,,F87_affectby_F31,0.278002516675556,,,,,,,voiceProb_sma_de_iqr1-3_mean,0.6246778832937867
,,F42_affectby_F22,0.278002516675556,,,,,,,lspFreq_sma_de[7]_range_max,0.6246778832937867
,,F27_affectby_F56,0.278002516675556,,,,,,,mfcc_sma_de[10]_kurtosis_min,0.6264883720597656
,,F58_affectby_F10,0.278002516675556,,,,,,,lspFreq_sma_de[7]_skewness_max,0.6266730065636068
,,F16_affectby_F2,0.278002516675556,,,,,,,F0_sma_de_iqr1-2_max,0.6268305514008818
,,F18_affectby_F49,0.2793508544443518,,,,,,,pcm_loudness_sma_min_max,0.6268305514008818
,,F75_affectby_F21,0.2793508544443518,,,,,,,mfcc_sma[7]_linregc2_max,0.6268305514008818
,,F29_affectby_F56,0.2793508544443518,,,,,,,lspFreq_sma[1]_min_max,0.6268305514008818
,,F8_affectby_F86,0.27935085444437513,,,,,,,mfcc_sma_de[3]_maxPos_mean,0.6268305514008818
,,F57_affectby_F53,0.27935085444437513,,,,,,,lspFreq_sma[2]_linregerrA_mean,0.6268305514008818
,,F44_affectby_F56,0.27935085444437513,,,,,,,lspFreq_sma[6]_linregerrQ_min,0.626919049603885
,,F18_affectby_F28,0.27935085444437513,,,,,,,pcm_intensity_sma_de_range_min,0.6278001857573076
,,F7_affectby_F39,0.27935085444437513,,,,,,,mfcc_sma_de[5]_max_std,0.6289864021987346
,,F70_affectby_F50,0.280703631766286,,,,,,,mfcc_sma_de[3]_max_mean,0.6289864021987346
,,F68_affectby_F11,0.280703631766286,,,,,,,mfcc_sma_de[4]_iqr2-3_mean,0.6289864021987346
,,F37_affectby_F67,0.280703631766286,,,,,,,lspFreq_sma_de[0]_quartile1_min,0.6289864021987346
,,F74_affectby_F69,0.280703631766286,,,,,,,lspFreq_sma[6]_amean_min,0.6289864021987346
,,F21_affectby_F84,0.280703631766286,,,,,,,lspFreq_sma[4]_max_mean,0.6311454204573881
,,F30_affectby_F34,0.280703631766286,,,,,,,voiceProb_sma_iqr2-3_mean,0.6311454204573881
,,F71_affectby_F13,0.280703631766286,,,,,,,lspFreq_sma[0]_maxPos_mean,0.6311454204573881
,,F74_affectby_F36,0.280703631766286,,,,,,,pcm_loudness_sma_stddev_max,0.6311454204573881
,,F63_affectby_F86,0.280703631766286,,,,,,,lspFreq_sma[5]_minPos_mean,0.6311454204573881
,,F23_affectby_F8,0.280703631766286,,,,,,,pcm_intensity_sma_iqr2-3_max,0.63330664004611
,,F73_affectby_F8,0.28206085072685105,,,,,,,mfcc_sma[3]_linregc1_mean,0.6333075908653871
,,F46_affectby_F84,0.28206085072685105,,,,,,,F0_sma_de_linregerrQ_mean,0.6333075908653871
,,F56_affectby_F30,0.28206085072685105,,,,,,,lspFreq_sma[7]_amean_min,0.6333075908653871
,,F81_affectby_F73,0.28206085072685105,,,,,,,mfcc_sma[5]_linregerrA_mean,0.6333075908653871
,,F51_affectby_F80,0.28206085072685105,,,,,,,lspFreq_sma_de[7]_linregerrA_std,0.6333075908653871
,,F13_affectby_F14,0.28342251333617985,,,,,,,pcm_intensity_sma_linregerrA_std,0.6343885254483224
,,F12_affectby_F50,0.28342251333617985,,,,,,,mfcc_sma_de[4]_skewness_max,0.6351811422664146
,,F75_affectby_F67,0.28342251333617985,,,,,,,F0_sma_de_range_std,0.6354728980310882
,,F59_affectby_F41,0.28342251333617985,,,,,,,mfcc_sma[8]_kurtosis_mean,0.6354728980310882
,,F20_affectby_F50,0.28342251333617985,,,,,,,F0env_sma_de_quartile1_std,0.6398128606669089
,,F4_affectby_F79,0.28342251333617985,,,,,,,lspFreq_sma_de[3]_max_min,0.6398128606669089
,,F51_affectby_F84,0.28342251333617985,,,,,,,mfcc_sma_de[5]_linregc1_mean,0.6398128606669089
,,F57_affectby_F76,0.28342251333617985,,,,,,,lspFreq_sma_de[7]_iqr1-2_min,0.6419432761473239
,,F9_affectby_F29,0.28342251333617985,,,,,,,F0env_sma_iqr2-3_std,0.641987484953161
,,F49_affectby_F22,0.28342251333617985,,,,,,,mfcc_sma[4]_iqr1-3_mean,0.641987484953161
,,F55_affectby_F63,0.28478862152886014,,,,,,,mfcc_sma_de[4]_max_mean,0.641987484953161
,,F80_affectby_F36,0.28478862152886014,,,,,,,mfcc_sma[2]_quartile3_mean,0.644165183629932
,,F33_affectby_F7,0.28478862152886014,,,,,,,mfcc_sma[5]_iqr1-2_mean,0.644165183629932
,,F10_affectby_F66,0.28478862152886014,,,,,,,F0env_sma_linregc1_std,0.644165183629932
,,F75_affectby_F53,0.28478862152886014,,,,,,,mfcc_sma_de[1]_maxPos_mean,0.644165183629932
,,F86_affectby_F40,0.28478862152886014,,,,,,,lspFreq_sma_de[5]_linregc1_min,0.644165183629932
,,F21_affectby_F44,0.28478862152888407,,,,,,,pcm_intensity_sma_de_iqr1-3_std,0.6463429894642454
,,F79_affectby_F87,0.28478862152888407,,,,,,,lspFreq_sma[7]_quartile1_min,0.6463459409070749
,,F49_affectby_F52,0.28478862152888407,,,,,,,lspFreq_sma[6]_linregerrA_min,0.6476554677015678
,,F64_affectby_F42,0.28478862152888407,,,,,,,lspFreq_sma_de[2]_linregerrA_min,0.6482043188661861
,,F70_affectby_F51,0.28478862152888407,,,,,,,pcm_intensity_sma_de_linregc1_min,0.6485286399341459
,,F76_affectby_F38,0.28478862152888407,,,,,,,pcm_intensity_sma_iqr1-3_max,0.6485288234318104
,,F5_affectby_F28,0.28478862152888407,,,,,,,mfcc_sma_de[2]_max_std,0.6485297409158305
,,F61_affectby_F29,0.28615917716354045,,,,,,,lspFreq_sma_de[6]_quartile2_std,0.6485297409158305
,,F72_affectby_F63,0.28615917716354045,,,,,,,lspFreq_sma[2]_linregc1_max,0.6485297409158305
,,F77_affectby_F78,0.28615917716354045,,,,,,,F0env_sma_stddev_max,0.6485297409158305
,,F24_affectby_F51,0.28615917716354045,,,,,,,F0env_sma_de_quartile2_std,0.6485297409158305
,,F72_affectby_F2,0.28615917716354045,,,,,,,lspFreq_sma[2]_iqr1-2_max,0.6485297409158305
,,F63_affectby_F17,0.28615917716354045,,,,,,,F0_sma_de_amean_mean,0.6485297409158305
,,F83_affectby_F80,0.28615917716354045,,,,,,,voiceProb_sma_kurtosis_max,0.650359002418952
,,F33_affectby_F53,0.28615917716354045,,,,,,,pcm_intensity_sma_quartile3_max,0.6507158376082341
,,F60_affectby_F19,0.28615917716354045,,,,,,,F0_sma_range_mean,0.6507165677088007
,,F50_affectby_F31,0.28615917716354045,,,,,,,lspFreq_sma[3]_quartile3_std,0.6507165677088007
,,F11_affectby_F24,0.28615917716354045,,,,,,,lspFreq_sma[4]_linregc1_max,0.6507165677088007
,,F25_affectby_F48,0.2875341820226779,,,,,,,pcm_intensity_sma_amean_max,0.6518105650321411
,,F40_affectby_F54,0.2875341820226779,,,,,,,pcm_intensity_sma_de_linregerrA_min,0.6518134365979701
,,F23_affectby_F17,0.2875341820226779,,,,,,,lspFreq_sma[7]_linregc1_mean,0.6529054975155448
,,F46_affectby_F71,0.2875341820226779,,,,,,,F0_sma_stddev_mean,0.6529064052608151
,,F19_affectby_F69,0.2875341820226779,,,,,,,lspFreq_sma_de[4]_minPos_mean,0.6529064052608151
,,F37_affectby_F79,0.2875341820226779,,,,,,,lspFreq_sma_de[7]_maxPos_mean,0.6529064052608151
,,F39_affectby_F9,0.2875341820226779,,,,,,,lspFreq_sma_de[2]_skewness_std,0.6550992374690054
,,F71_affectby_F63,0.2875341820226779,,,,,,,mfcc_sma_de[3]_max_min,0.6550992374690054
,,F31_affectby_F9,0.2875341820226779,,,,,,,lspFreq_sma_de[4]_min_std,0.6550992374690054
,,F51_affectby_F24,0.2875341820226779,,,,,,,lspFreq_sma[7]_kurtosis_min,0.656468870452764
,,F86_affectby_F51,0.2875341820226779,,,,,,,lspFreq_sma_de[2]_linregc2_min,0.657295048152958
,,F17_affectby_F87,0.2875341820226779,,,,,,,mfcc_sma_de[6]_linregerrA_std,0.657295048152958
,,F12_affectby_F7,0.2889136378121693,,,,,,,lspFreq_sma[1]_skewness_std,0.657295048152958
,,F36_affectby_F46,0.2889136378121693,,,,,,,mfcc_sma_de[2]_linregerrQ_max,0.657295048152958
,,F88_affectby_F45,0.2889136378121693,,,,,,,pcm_intensity_sma_quartile1_max,0.6583928117278408
,,F67_affectby_F81,0.2889136378121693,,,,,,,lspFreq_sma_de[7]_linregc2_std,0.6594938210553302
,,F26_affectby_F1,0.2889136378121693,,,,,,,lspFreq_sma[7]_range_std,0.6594938210553302
,,F34_affectby_F74,0.2889136378121693,,,,,,,lspFreq_sma[7]_iqr2-3_mean,0.6594938210553302
,,F14_affectby_F7,0.2889136378121693,,,,,,,mfcc_sma_de[5]_stddev_std,0.6594938210553302
,,F34_affectby_F83,0.2889136378121693,,,,,,,mfcc_sma_de[1]_quartile3_max,0.6594938210553302
,,F75_affectby_F26,0.2889136378121693,,,,,,,mfcc_sma_de[4]_kurtosis_max,0.660419467506292
,,F55_affectby_F87,0.2889136378121693,,,,,,,pcm_loudness_sma_linregerrA_min,0.6611314024206856
,,F54_affectby_F88,0.2889136378121693,,,,,,,mfcc_sma[7]_quartile1_max,0.6616955398421072
,,F40_affectby_F25,0.2889136378121693,,,,,,,pcm_loudness_sma_de_linregerrQ_max,0.6616955398421072
,,F41_affectby_F29,0.2902975461611277,,,,,,,mfcc_sma[5]_iqr1-3_mean,0.6616955398421072
,,F35_affectby_F70,0.2902975461611277,,,,,,,mfcc_sma_de[4]_linregerrQ_std,0.6616955398421072
,,F83_affectby_F27,0.2902975461611277,,,,,,,pcm_loudness_sma_de_linregerrA_max,0.6616955398421072
,,F27_affectby_F30,0.2902975461611277,,,,,,,lspFreq_sma_de[5]_linregc2_min,0.6616955398421072
,,F22_affectby_F65,0.2902975461611277,,,,,,,pcm_intensity_sma_de_linregerrA_std,0.6638975391125466
,,F3_affectby_F74,0.2902975461611277,,,,,,,lspFreq_sma_de[3]_range_max,0.6639001881029503
,,F76_affectby_F16,0.2902975461611277,,,,,,,lspFreq_sma_de[3]_quartile1_min,0.6639001881029503
,,F31_affectby_F33,0.2902975461611277,,,,,,,mfcc_sma[10]_skewness_std,0.6639001881029503
,,F73_affectby_F80,0.2902975461611277,,,,,,,lspFreq_sma_de[2]_quartile3_min,0.6661077493515504
,,F53_affectby_F81,0.2902975461611277,,,,,,,lspFreq_sma[7]_quartile2_min,0.6661077493515504
,,F11_affectby_F86,0.2902975461611277,,,,,,,lspFreq_sma[3]_iqr2-3_max,0.6661077493515504
,,F52_affectby_F34,0.2902975461611277,,,,,,,mfcc_sma_de[3]_iqr2-3_mean,0.6661077493515504
,,F34_affectby_F5,0.29168590862153965,,,,,,,pcm_intensity_sma_de_stddev_min,0.6672665999884999
,,F44_affectby_F82,0.29168590862153965,,,,,,,pcm_loudness_sma_linregc2_min,0.6683182070259854
,,F1_affectby_F52,0.29168590862153965,,,,,,,mfcc_sma[3]_linregerrQ_std,0.6683182070259854
,,F9_affectby_F44,0.29168590862153965,,,,,,,lspFreq_sma[2]_linregerrQ_max,0.6683182070259854
,,F47_affectby_F67,0.29168590862153965,,,,,,,mfcc_sma[4]_linregerrA_mean,0.6683182070259854
,,F55_affectby_F66,0.29168590862153965,,,,,,,mfcc_sma_de[4]_min_std,0.6683182070259854
,,F36_affectby_F53,0.29168590862153965,,,,,,,mfcc_sma[1]_linregc2_max,0.6683182070259854
,,F23_affectby_F4,0.29168590862153965,,,,,,,lspFreq_sma[0]_linregc2_max,0.6683182070259854
,,F74_affectby_F11,0.29168590862153965,,,,,,,lspFreq_sma[5]_minPos_std,0.6683182070259854
,,F37_affectby_F30,0.2930787266680734,,,,,,,mfcc_sma[4]_quartile2_max,0.6683182070259854
,,F66_affectby_F31,0.2930787266680734,,,,,,,lspFreq_sma_de[2]_quartile2_min,0.6683182070259854
,,F66_affectby_F56,0.2930787266680734,,,,,,,mfcc_sma[4]_iqr1-2_std,0.6683182070259854
,,F75_affectby_F56,0.2930787266680734,,,,,,,mfcc_sma_de[5]_skewness_max,0.6701796738309413
,,F51_affectby_F56,0.2930787266680734,,,,,,,lspFreq_sma_de[2]_min_mean,0.6705315444891756
,,F9_affectby_F7,0.2930787266680734,,,,,,,F0_sma_de_min_max,0.6705315444891756
,,F83_affectby_F9,0.2930787266680734,,,,,,,pcm_zcr_sma_kurtosis_max,0.6712601554959217
,,F21_affectby_F50,0.2930787266680734,,,,,,,F0_sma_linregc2_max,0.6716391148585539
,,F41_affectby_F63,0.2930787266680734,,,,,,,mfcc_sma[10]_kurtosis_min,0.6720073400984667
,,F77_affectby_F18,0.2930787266680734,,,,,,,pcm_loudness_sma_de_quartile3_max,0.6727477450288578
,,F68_affectby_F45,0.29447600169764043,,,,,,,lspFreq_sma_de[6]_amean_std,0.6727477450288578
,,F58_affectby_F9,0.29447600169764043,,,,,,,lspFreq_sma[5]_range_max,0.6727477450288578
,,F7_affectby_F14,0.29447600169764043,,,,,,,pcm_zcr_sma_de_kurtosis_std,0.6727477450288578
,,F43_affectby_F81,0.29447600169764043,,,,,,,mfcc_sma[4]_stddev_mean,0.6727477450288578
,,F69_affectby_F50,0.29447600169764043,,,,,,,pcm_intensity_sma_de_quartile1_min,0.6749650765288979
,,F44_affectby_F31,0.29447600169764043,,,,,,,mfcc_sma[11]_kurtosis_std,0.6749667918586335
,,F3_affectby_F55,0.29447600169764043,,,,,,,mfcc_sma[2]_iqr1-2_mean,0.6749667918586335
,,F26_affectby_F34,0.29447600169764043,,,,,,,mfcc_sma_de[2]_linregerrA_max,0.6749667918586335
,,F51_affectby_F73,0.29447600169764043,,,,,,,mfcc_sma_de[7]_range_std,0.6749667918586335
,,F46_affectby_F47,0.29447600169764043,,,,,,,lspFreq_sma[6]_minPos_mean,0.6749667918586335
,,F2_affectby_F58,0.29447600169764043,,,,,,,mfcc_sma_de[3]_linregc2_std,0.6749667918586335
,,F45_affectby_F8,0.295877735029207,,,,,,,mfcc_sma_de[4]_linregc1_max,0.6749667918586335
,,F22_affectby_F24,0.295877735029207,,,,,,,mfcc_sma_de[2]_linregc1_max,0.6749667918586335
,,F66_affectby_F68,0.295877735029207,,,,,,,pcm_intensity_sma_de_linregerrQ_min,0.6750486141561591
,,F26_affectby_F16,0.295877735029207,,,,,,,lspFreq_sma_de[2]_stddev_min,0.6768862800436781
,,F78_affectby_F79,0.295877735029207,,,,,,,pcm_intensity_sma_iqr2-3_std,0.6771862810215364
,,F27_affectby_F71,0.295877735029207,,,,,,,mfcc_sma[1]_iqr1-2_max,0.6771886681176547
,,F4_affectby_F80,0.295877735029207,,,,,,,mfcc_sma_de[6]_linregerrQ_std,0.6771886681176547
,,F10_affectby_F33,0.295877735029207,,,,,,,lspFreq_sma_de[5]_iqr2-3_max,0.6771886681176547
,,F35_affectby_F80,0.297283927903483,,,,,,,lspFreq_sma[2]_linregc1_std,0.6794133568713865
,,F34_affectby_F47,0.297283927903483,,,,,,,lspFreq_sma_de[1]_range_max,0.6794133568713865
,,F28_affectby_F25,0.297283927903483,,,,,,,lspFreq_sma_de[3]_quartile1_std,0.6794133568713865
,,F82_affectby_F44,0.297283927903483,,,,,,,lspFreq_sma_de[4]_stddev_max,0.6794133568713865
,,F75_affectby_F40,0.297283927903483,,,,,,,mfcc_sma_de[3]_linregerrA_mean,0.6794133568713865
,,F13_affectby_F49,0.297283927903483,,,,,,,lspFreq_sma[1]_kurtosis_std,0.6794133568713865
,,F82_affectby_F17,0.297283927903483,,,,,,,mfcc_sma[4]_range_mean,0.6794133568713865
,,F29_affectby_F47,0.297283927903483,,,,,,,mfcc_sma_de[4]_linregc2_min,0.6794133568713865
,,F49_affectby_F21,0.297283927903483,,,,,,,mfcc_sma_de[10]_amean_mean,0.6816408411118857
,,F4_affectby_F55,0.297283927903483,,,,,,,mfcc_sma_de[2]_iqr1-3_max,0.6816408411118857
,,F69_affectby_F81,0.2986945814826646,,,,,,,mfcc_sma[5]_max_mean,0.6816408411118857
,,F28_affectby_F51,0.2986945814826646,,,,,,,mfcc_sma[11]_linregc1_mean,0.6816408411118857
,,F23_affectby_F1,0.2986945814826646,,,,,,,pcm_intensity_sma_stddev_max,0.682754282844457
,,F68_affectby_F21,0.2986945814826646,,,,,,,mfcc_sma[2]_quartile2_mean,0.6838711037580778
,,F77_affectby_F77,0.2986945814826646,,,,,,,lspFreq_sma_de[2]_quartile3_mean,0.6838711037580778
,,F75_affectby_F18,0.2986945814826646,,,,,,,lspFreq_sma[0]_skewness_std,0.6838711037580778
,,F7_affectby_F86,0.2986945814826646,,,,,,,mfcc_sma_de[6]_linregerrA_mean,0.6838711037580778
,,F11_affectby_F50,0.2986945814826646,,,,,,,mfcc_sma[2]_linregc2_mean,0.6838711037580778
,,F12_affectby_F16,0.2986945814826646,,,,,,,lspFreq_sma[1]_amean_max,0.6838711037580778
,,F11_affectby_F76,0.3001096968500499,,,,,,,mfcc_sma[2]_amean_mean,0.6838711037580778
,,F80_affectby_F83,0.3001096968500499,,,,,,,mfcc_sma_de[7]_linregerrA_min,0.6858090995669666
,,F30_affectby_F18,0.3001096968500499,,,,,,,lspFreq_sma_de[5]_skewness_std,0.6861041276566506
,,F44_affectby_F73,0.30152927500993776,,,,,,,mfcc_sma_de[5]_iqr1-2_std,0.6861041276566506
,,F76_affectby_F86,0.30152927500993776,,,,,,,lspFreq_sma[2]_quartile1_max,0.6861041276566506
,,F2_affectby_F27,0.30152927500993776,,,,,,,mfcc_sma[8]_skewness_mean,0.6861041276566506
,,F24_affectby_F74,0.30152927500993776,,,,,,,F0_sma_de_linregerrA_max,0.6883398955815188
,,F86_affectby_F54,0.30152927500993776,,,,,,,mfcc_sma_de[1]_min_min,0.6883398955815188
,,F36_affectby_F54,0.30152927500993776,,,,,,,mfcc_sma_de[3]_iqr1-2_max,0.6883398955815188
,,F57_affectby_F84,0.30152927500993776,,,,,,,pcm_loudness_sma_iqr1-3_max,0.6883398955815188
,,F9_affectby_F59,0.30152927500993776,,,,,,,mfcc_sma[7]_quartile3_max,0.6883398955815188
