Conver,Conver,corr,corr,Diction,Diction,DisVoice,DisVoice,LIWC,LIWC,OpenSmile,OpenSmile
,,F80_affectby_F48,0.045230321762696514,,,,,,,mfcc_sma_de[7]_max_max,0.042681255029362736
,,F44_affectby_F84,0.045230321762696514,,,,,,,pcm_zcr_sma_de_min_mean,0.042681255029362736
,,F59_affectby_F68,0.04555780019818975,,,,,,,pcm_zcr_sma_de_iqr1-2_mean,0.042993092931205096
,,F69_affectby_F19,0.04555780019818975,,,,,,,mfcc_sma[12]_max_std,0.042993092931205096
,,F7_affectby_F7,0.04555780019818975,,,,,,,lspFreq_sma_de[2]_range_std,0.042993092931205096
,,F69_affectby_F17,0.04588727437921024,,,,,,,lspFreq_sma[3]_iqr1-3_min,0.04313517627924975
,,F39_affectby_F14,0.04621875340759659,,,,,,,pcm_zcr_sma_linregc1_std,0.04330685443739783
,,F29_affectby_F5,0.04621875340759659,,,,,,,lspFreq_sma_de[5]_stddev_std,0.04330685443739783
,,F67_affectby_F71,0.04621875340759659,,,,,,,mfcc_sma[11]_stddev_max,0.04330685443739783
,,F14_affectby_F79,0.04655224640342981,,,,,,,pcm_loudness_sma_de_maxPos_std,0.04330685443739783
,,F68_affectby_F16,0.04655224640342981,,,,,,,pcm_zcr_sma_quartile2_std,0.04362254849884724
,,F40_affectby_F11,0.04655224640342981,,,,,,,mfcc_sma_de[10]_range_min,0.043730877336268084
,,F52_affectby_F48,0.04655224640342981,,,,,,,lspFreq_sma_de[3]_kurtosis_std,0.043940184085795045
,,F16_affectby_F53,0.04655224640342981,,,,,,,pcm_zcr_sma_maxPos_std,0.043940184085795045
,,F40_affectby_F15,0.04655224640342981,,,,,,,mfcc_sma_de[9]_linregerrA_min,0.0440494954697325
,,F21_affectby_F6,0.04655224640342981,,,,,,,mfcc_sma[3]_range_min,0.044110919857833754
,,F2_affectby_F80,0.04688776250489842,,,,,,,mfcc_sma_de[3]_quartile1_max,0.04425977018768451
,,F52_affectby_F19,0.04688776250489842,,,,,,,pcm_zcr_sma_minPos_mean,0.04425977018768451
,,F31_affectby_F15,0.04688776250489842,,,,,,,mfcc_sma_de[4]_iqr2-3_min,0.04450203933375413
,,F16_affectby_F79,0.04722531086815303,,,,,,,lspFreq_sma[2]_max_min,0.04458131581302716
,,F78_affectby_F12,0.04722531086815303,,,,,,,mfcc_sma[5]_amean_max,0.04458131581303027
,,F23_affectby_F15,0.04722531086815303,,,,,,,mfcc_sma[11]_quartile1_max,0.04458131581303027
,,F49_affectby_F49,0.04756490066715943,,,,,,,mfcc_sma_de[8]_iqr1-3_mean,0.04458131581303027
,,F49_affectby_F13,0.04756490066715943,,,,,,,mfcc_sma[2]_quartile3_max,0.04458131581303027
,,F61_affectby_F69,0.04756490066715943,,,,,,,mfcc_sma_de[4]_quartile1_max,0.04458131581303027
,,F80_affectby_F8,0.04756490066715943,,,,,,,lspFreq_sma[6]_iqr1-2_min,0.04459613441150588
,,F56_affectby_F33,0.04756490066715943,,,,,,,mfcc_sma_de[9]_linregerrQ_min,0.044692613223066294
,,F63_affectby_F65,0.04790654109354874,,,,,,,lspFreq_sma_de[0]_quartile3_mean,0.044904829989283
,,F82_affectby_F65,0.04790654109354874,,,,,,,mfcc_sma[6]_linregerrQ_max,0.044904829989283
,,F8_affectby_F15,0.04790654109354874,,,,,,,mfcc_sma[3]_linregc1_min,0.044904829989283
,,F2_affectby_F50,0.04790654109354874,,,,,,,mfcc_sma_de[9]_linregerrQ_mean,0.045230321762696514
,,F56_affectby_F44,0.04790654109354874,,,,,,,mfcc_sma[11]_quartile1_min,0.045230321762696514
,,F15_affectby_F26,0.04790654109354874,,,,,,,mfcc_sma[10]_linregc1_max,0.04588727437921024
,,F86_affectby_F85,0.04790654109354874,,,,,,,mfcc_sma[6]_linregerrA_max,0.04588727437921024
,,F29_affectby_F72,0.04825024135648597,,,,,,,mfcc_sma[11]_linregerrA_std,0.04621875340759659
,,F37_affectby_F10,0.04825024135648597,,,,,,,mfcc_sma[11]_max_max,0.04621875340759659
,,F5_affectby_F8,0.04825024135648597,,,,,,,pcm_loudness_sma_iqr1-3_min,0.046277339342035914
,,F78_affectby_F39,0.04825024135648597,,,,,,,mfcc_sma[9]_linregc2_min,0.04655224640342981
,,F78_affectby_F21,0.04859601068248566,,,,,,,lspFreq_sma_de[5]_quartile1_mean,0.04688776250489842
,,F36_affectby_F16,0.04859601068248566,,,,,,,F0env_sma_linregc1_mean,0.04688776250489842
,,F60_affectby_F6,0.04859601068248566,,,,,,,lspFreq_sma_de[5]_iqr1-2_min,0.04716987127425575
,,F45_affectby_F87,0.04859601068248566,,,,,,,mfcc_sma[11]_linregc2_min,0.04722531086815303
,,F85_affectby_F11,0.04859601068248566,,,,,,,lspFreq_sma_de[1]_quartile3_std,0.04722531086815303
,,F80_affectby_F11,0.04859601068248566,,,,,,,mfcc_sma_de[7]_quartile3_max,0.04722531086815303
,,F42_affectby_F20,0.04894385831529408,,,,,,,F0env_sma_de_min_min,0.04722531086815303
,,F10_affectby_F82,0.04894385831529738,,,,,,,lspFreq_sma_de[5]_iqr2-3_mean,0.04756490066715943
,,F44_affectby_F50,0.04894385831529738,,,,,,,mfcc_sma_de[8]_quartile1_mean,0.04756490066715943
,,F4_affectby_F45,0.04894385831529738,,,,,,,mfcc_sma_de[8]_stddev_mean,0.04756490066715943
,,F15_affectby_F63,0.04929379351572569,,,,,,,mfcc_sma_de[5]_iqr1-3_min,0.04783861303401754
,,F28_affectby_F63,0.04929379351572569,,,,,,,mfcc_sma[11]_iqr1-3_max,0.04790654109354874
,,F69_affectby_F35,0.04929379351572569,,,,,,,lspFreq_sma[3]_quartile3_min,0.04790654109354874
,,F61_affectby_F77,0.04929379351572569,,,,,,,voiceProb_sma_linregerrQ_max,0.04790654109354874
,,F29_affectby_F82,0.04929379351572569,,,,,,,pcm_intensity_sma_de_kurtosis_std,0.04825024135648597
,,F4_affectby_F83,0.04929379351572569,,,,,,,lspFreq_sma_de[5]_range_std,0.04859601068248566
,,F17_affectby_F78,0.04929379351572569,,,,,,,lspFreq_sma_de[0]_stddev_mean,0.04859601068248566
,,F69_affectby_F75,0.04964582556148893,,,,,,,mfcc_sma_de[9]_stddev_min,0.04871982443601499
,,F30_affectby_F9,0.04964582556148893,,,,,,,mfcc_sma_de[8]_range_mean,0.04894385831529738
,,F13_affectby_F24,0.04999996374705504,,,,,,,mfcc_sma_de[4]_quartile2_mean,0.04894385831529738
,,F76_affectby_F79,0.04999996374705504,,,,,,,F0env_sma_de_linregc2_min,0.04929379351572569
,,F61_affectby_F66,0.04999996374705504,,,,,,,mfcc_sma_de[1]_linregc2_std,0.04929379351572569
,,F13_affectby_F5,0.04999996374705504,,,,,,,lspFreq_sma_de[7]_min_max,0.04929379351572569
,,F58_affectby_F19,0.04999996374705504,,,,,,,lspFreq_sma_de[5]_linregerrA_std,0.04964582556148893
,,F13_affectby_F67,0.04999996374705504,,,,,,,lspFreq_sma_de[5]_iqr1-3_mean,0.050356217383498894
,,F3_affectby_F80,0.04999996374705504,,,,,,,mfcc_sma[6]_linregc1_min,0.050356217383498894
,,F86_affectby_F14,0.050356217383498894,,,,,,,F0_sma_de_quartile1_max,0.050356217383498894
,,F57_affectby_F43,0.050356217383498894,,,,,,,mfcc_sma[10]_linregerrA_min,0.051314745737092236
,,F70_affectby_F1,0.050356217383498894,,,,,,,lspFreq_sma_de[0]_iqr1-2_std,0.051437764354329334
,,F6_affectby_F7,0.050356217383498894,,,,,,,lspFreq_sma[5]_linregerrQ_mean,0.051437764354329334
,,F84_affectby_F22,0.050714595798320786,,,,,,,mfcc_sma[2]_quartile1_max,0.051437764354329334
,,F15_affectby_F53,0.05107510833530035,,,,,,,mfcc_sma_de[11]_linregerrQ_std,0.051437764354329334
,,F80_affectby_F16,0.05107510833530035,,,,,,,lspFreq_sma[2]_maxPos_std,0.05180257323125271
,,F46_affectby_F87,0.05107510833530035,,,,,,,pcm_loudness_sma_quartile1_std,0.05180257323125271
,,F15_affectby_F68,0.05107510833530035,,,,,,,lspFreq_sma_de[0]_range_mean,0.05180257323125271
,,F59_affectby_F86,0.051437764354329334,,,,,,,lspFreq_sma[1]_maxPos_mean,0.05216954435768596
,,F12_affectby_F53,0.051437764354329334,,,,,,,F0_sma_de_linregc2_mean,0.05216954435768596
,,F36_affectby_F11,0.051437764354329334,,,,,,,lspFreq_sma_de[2]_stddev_std,0.05216954435768596
,,F2_affectby_F10,0.05180257323125271,,,,,,,lspFreq_sma[0]_max_std,0.05216954435768596
,,F59_affectby_F47,0.05180257323125271,,,,,,,mfcc_sma[1]_iqr1-2_mean,0.05216954435768596
,,F39_affectby_F75,0.05180257323125271,,,,,,,pcm_intensity_sma_iqr1-3_min,0.05249625523406214
,,F62_affectby_F86,0.05180257323125271,,,,,,,lspFreq_sma_de[3]_skewness_std,0.05253868714087226
,,F19_affectby_F55,0.05180257323125271,,,,,,,voiceProb_sma_de_maxPos_std,0.0529100110035039
,,F82_affectby_F22,0.05180257323125271,,,,,,,lspFreq_sma[0]_iqr1-2_std,0.0529100110035039
,,F45_affectby_F43,0.05180257323125271,,,,,,,pcm_zcr_sma_range_mean,0.0529100110035039
,,F58_affectby_F68,0.05180257323125271,,,,,,,lspFreq_sma[4]_quartile3_max,0.0529100110035039
,,F84_affectby_F5,0.05216954435768596,,,,,,,pcm_loudness_sma_de_quartile1_max,0.05328352538352885
,,F81_affectby_F3,0.05216954435768596,,,,,,,mfcc_sma_de[5]_linregc2_max,0.05328352538352885
,,F47_affectby_F22,0.05216954435768596,,,,,,,pcm_zcr_sma_stddev_mean,0.05328352538353225
,,F19_affectby_F61,0.05216954435768596,,,,,,,lspFreq_sma_de[5]_max_mean,0.05328352538353225
,,F60_affectby_F49,0.05253868714087226,,,,,,,voiceProb_sma_de_stddev_max,0.05347097331333559
,,F2_affectby_F8,0.05253868714087226,,,,,,,pcm_zcr_sma_de_linregerrQ_max,0.053659239734023194
,,F84_affectby_F82,0.05253868714087226,,,,,,,F0_sma_de_linregc1_mean,0.053659239734023194
,,F71_affectby_F86,0.05253868714087226,,,,,,,mfcc_sma_de[8]_linregc1_std,0.05403716352298435
,,F24_affectby_F62,0.05253868714087226,,,,,,,mfcc_sma[7]_minPos_std,0.05403716352298435
,,F51_affectby_F43,0.05253868714087226,,,,,,,lspFreq_sma_de[3]_iqr1-3_std,0.05403716352298435
,,F58_affectby_F17,0.05253868714087226,,,,,,,lspFreq_sma_de[5]_linregerrQ_mean,0.05441730623315234
,,F11_affectby_F4,0.0529100110035039,,,,,,,mfcc_sma_de[5]_maxPos_std,0.05441730623315234
,,F87_affectby_F25,0.0529100110035039,,,,,,,mfcc_sma[10]_stddev_min,0.05469071863375953
,,F24_affectby_F67,0.0529100110035039,,,,,,,lspFreq_sma_de[5]_linregerrA_mean,0.054799677361873
,,F22_affectby_F8,0.0529100110035039,,,,,,,mfcc_sma_de[5]_amean_max,0.054799677361873
,,F84_affectby_F51,0.0529100110035039,,,,,,,mfcc_sma_de[7]_amean_max,0.054799677361873
,,F10_affectby_F44,0.05328352538353225,,,,,,,lspFreq_sma[5]_iqr1-3_min,0.054853092474205015
,,F54_affectby_F56,0.05328352538353225,,,,,,,lspFreq_sma[2]_iqr2-3_min,0.05492921654933094
,,F4_affectby_F7,0.05328352538353225,,,,,,,mfcc_sma_de[9]_stddev_std,0.05518428642086891
,,F33_affectby_F40,0.05328352538353225,,,,,,,pcm_zcr_sma_de_min_std,0.05557114293608818
,,F37_affectby_F82,0.05328352538353225,,,,,,,lspFreq_sma_de[5]_range_mean,0.05557114293608818
,,F83_affectby_F37,0.053659239734023194,,,,,,,lspFreq_sma[5]_range_min,0.05585641557404374
,,F27_affectby_F38,0.053659239734023194,,,,,,,mfcc_sma[10]_max_std,0.05596025644752819
,,F10_affectby_F11,0.053659239734023194,,,,,,,lspFreq_sma[3]_linregerrA_std,0.05596025644752819
,,F3_affectby_F2,0.053659239734023194,,,,,,,voiceProb_sma_de_range_max,0.05596025644752819
,,F33_affectby_F44,0.05403716352298435,,,,,,,mfcc_sma_de[9]_range_min,0.056107339185549214
,,F62_affectby_F12,0.05441730623315234,,,,,,,mfcc_sma[5]_range_min,0.05624955096257772
,,F32_affectby_F28,0.05441730623315234,,,,,,,mfcc_sma[6]_linregerrA_min,0.05624955096257772
,,F33_affectby_F34,0.05441730623315234,,,,,,,mfcc_sma[10]_iqr1-3_max,0.056351636509027234
,,F35_affectby_F31,0.054799677361873,,,,,,,mfcc_sma_de[8]_iqr1-2_std,0.056351636509027234
,,F88_affectby_F25,0.054799677361873,,,,,,,lspFreq_sma[4]_max_max,0.056351636509027234
,,F38_affectby_F47,0.054799677361873,,,,,,,lspFreq_sma_de[5]_stddev_mean,0.056351636509027234
,,F62_affectby_F27,0.054799677361873,,,,,,,mfcc_sma[5]_iqr1-2_min,0.056726769488798894
,,F52_affectby_F72,0.05518428642086891,,,,,,,lspFreq_sma_de[5]_quartile3_mean,0.05674529268811026
,,F26_affectby_F14,0.05518428642086891,,,,,,,lspFreq_sma[5]_linregerrA_mean,0.05674529268811026
,,F52_affectby_F87,0.05518428642086891,,,,,,,mfcc_sma[10]_kurtosis_max,0.05693200809033468
,,F21_affectby_F4,0.05518428642086891,,,,,,,voiceProb_sma_iqr1-2_std,0.05714123456577518
,,F69_affectby_F40,0.05518428642086891,,,,,,,mfcc_sma[11]_quartile2_max,0.05714123456577518
,,F70_affectby_F2,0.05518428642086891,,,,,,,F0env_sma_min_min,0.05718491800495392
,,F83_affectby_F8,0.05557114293608818,,,,,,,lspFreq_sma_de[5]_linregc1_std,0.05753947173632128
,,F44_affectby_F32,0.05557114293608818,,,,,,,mfcc_sma[5]_quartile2_max,0.05753947173632128
,,F58_affectby_F12,0.05557114293608818,,,,,,,pcm_zcr_sma_de_quartile1_std,0.05794001380715579
,,F39_affectby_F79,0.05557114293608818,,,,,,,mfcc_sma_de[7]_quartile2_mean,0.05794001380715579
,,F58_affectby_F65,0.05596025644752819,,,,,,,mfcc_sma_de[8]_iqr1-2_min,0.05805206243401044
,,F56_affectby_F83,0.05596025644752819,,,,,,,mfcc_sma_de[8]_iqr1-3_min,0.058084448512007406
,,F53_affectby_F27,0.056351636509027234,,,,,,,lspFreq_sma_de[2]_iqr2-3_std,0.058342870398605584
,,F60_affectby_F17,0.05674529268811026,,,,,,,lspFreq_sma_de[5]_min_mean,0.058342870398605584
,,F81_affectby_F29,0.05674529268811026,,,,,,,mfcc_sma[10]_minPos_std,0.058342870398605584
,,F12_affectby_F61,0.05674529268811026,,,,,,,mfcc_sma_de[12]_linregc1_min,0.058748051143711816
,,F82_affectby_F32,0.05674529268811026,,,,,,,lspFreq_sma_de[5]_iqr1-2_mean,0.058748051143711816
,,F3_affectby_F45,0.05674529268811026,,,,,,,mfcc_sma_de[2]_quartile3_min,0.058748051143711816
,,F19_affectby_F70,0.05714123456577518,,,,,,,pcm_intensity_sma_kurtosis_min,0.0590606536236609
,,F11_affectby_F79,0.05714123456577518,,,,,,,mfcc_sma[10]_quartile3_mean,0.0591555656880597
,,F2_affectby_F82,0.05753947173632128,,,,,,,mfcc_sma_de[9]_iqr2-3_min,0.0592809129605977
,,F29_affectby_F15,0.05753947173632128,,,,,,,lspFreq_sma_de[0]_min_mean,0.059565423689553684
,,F1_affectby_F31,0.05753947173632128,,,,,,,mfcc_sma_de[4]_skewness_mean,0.059565423689553684
,,F6_affectby_F37,0.05753947173632128,,,,,,,mfcc_sma_de[6]_iqr1-3_max,0.059565423689553684
,,F6_affectby_F66,0.05794001380715579,,,,,,,F0env_sma_maxPos_std,0.059565423689553684
,,F86_affectby_F36,0.05794001380715579,,,,,,,mfcc_sma_de[11]_quartile1_min,0.059565423689553684
,,F46_affectby_F19,0.05794001380715579,,,,,,,mfcc_sma_de[2]_linregerrQ_std,0.059565423689553684
,,F68_affectby_F8,0.05794001380715579,,,,,,,lspFreq_sma_de[4]_skewness_min,0.05978716015753104
,,F54_affectby_F70,0.058342870398605584,,,,,,,lspFreq_sma_de[5]_skewness_max,0.05981436611978156
,,F53_affectby_F9,0.058342870398605584,,,,,,,pcm_zcr_sma_min_max,0.05988930476335366
,,F84_affectby_F17,0.058342870398605584,,,,,,,lspFreq_sma_de[1]_linregc2_std,0.05997763481825082
,,F32_affectby_F46,0.058342870398605584,,,,,,,lspFreq_sma_de[0]_linregc2_std,0.05997763481825082
,,F60_affectby_F14,0.058342870398605584,,,,,,,mfcc_sma_de[8]_iqr2-3_mean,0.06080915519693124
,,F21_affectby_F61,0.058342870398605584,,,,,,,mfcc_sma[2]_linregc2_max,0.06080915519693124
,,F36_affectby_F88,0.058342870398605584,,,,,,,mfcc_sma_de[7]_quartile3_std,0.06080915519693124
,,F58_affectby_F27,0.058748051143711816,,,,,,,F0_sma_de_quartile3_max,0.06122775880677138
,,F61_affectby_F3,0.058748051143711816,,,,,,,mfcc_sma_de[5]_iqr1-3_max,0.06122848384589983
,,F44_affectby_F52,0.058748051143711816,,,,,,,lspFreq_sma[0]_max_min,0.06122848384589983
,,F50_affectby_F1,0.058748051143711816,,,,,,,mfcc_sma_de[6]_amean_min,0.06122848384589983
,,F23_affectby_F75,0.058748051143711816,,,,,,,mfcc_sma[10]_kurtosis_std,0.06122848384589983
,,F53_affectby_F14,0.058748051143711816,,,,,,,mfcc_sma_de[1]_stddev_min,0.061392414226666234
,,F19_affectby_F68,0.0591555656880597,,,,,,,lspFreq_sma[3]_linregerrQ_std,0.061650204419637304
,,F9_affectby_F45,0.0591555656880597,,,,,,,mfcc_sma_de[3]_quartile2_max,0.061650204419637304
,,F80_affectby_F19,0.059565423689553684,,,,,,,mfcc_sma[3]_iqr1-3_min,0.06185875608887011
,,F53_affectby_F31,0.059565423689553684,,,,,,,mfcc_sma[12]_iqr2-3_min,0.06186713930736106
,,F36_affectby_F6,0.059565423689553684,,,,,,,mfcc_sma[8]_iqr1-2_std,0.06207432664585477
,,F84_affectby_F6,0.059565423689553684,,,,,,,mfcc_sma[1]_iqr1-3_mean,0.06207432664585477
,,F61_affectby_F42,0.059565423689553684,,,,,,,voiceProb_sma_min_std,0.06207432664585477
,,F81_affectby_F77,0.059565423689553684,,,,,,,mfcc_sma[7]_range_max,0.06207432664585477
,,F36_affectby_F79,0.05997763481825082,,,,,,,lspFreq_sma[6]_quartile2_max,0.06207432664585477
,,F4_affectby_F13,0.05997763481825082,,,,,,,pcm_zcr_sma_iqr1-2_std,0.06207432664585477
,,F2_affectby_F66,0.05997763481825082,,,,,,,pcm_intensity_sma_min_mean,0.06228392231135359
,,F82_affectby_F21,0.05997763481825082,,,,,,,lspFreq_sma[3]_amean_min,0.06250086026319597
,,F3_affectby_F46,0.0603922087561352,,,,,,,mfcc_sma[5]_linregc1_max,0.06250086026319597
,,F32_affectby_F66,0.0603922087561352,,,,,,,mfcc_sma[2]_linregerrA_std,0.06292981502101491
,,F64_affectby_F63,0.0603922087561352,,,,,,,F0env_sma_de_range_std,0.06292981502101491
,,F82_affectby_F66,0.06080915519693124,,,,,,,lspFreq_sma[0]_maxPos_std,0.06292981502101491
,,F87_affectby_F11,0.06080915519693124,,,,,,,F0env_sma_min_std,0.06336120067915453
,,F75_affectby_F80,0.06080915519693124,,,,,,,lspFreq_sma[5]_linregerrQ_std,0.06379502700776653
,,F15_affectby_F5,0.06080915519693124,,,,,,,mfcc_sma[9]_amean_min,0.06379502700776653
,,F14_affectby_F66,0.06122848384589983,,,,,,,lspFreq_sma_de[3]_iqr2-3_min,0.0642265290666389
,,F34_affectby_F21,0.061650204419637304,,,,,,,voiceProb_sma_iqr1-3_std,0.06467004080712903
,,F40_affectby_F48,0.061650204419637304,,,,,,,mfcc_sma_de[9]_linregerrA_max,0.06467004080712903
,,F18_affectby_F4,0.061650204419637304,,,,,,,pcm_loudness_sma_min_mean,0.06467004080712903
,,F17_affectby_F84,0.06207432664585477,,,,,,,lspFreq_sma_de[3]_linregerrA_std,0.06511124786768702
,,F44_affectby_F45,0.06250086026319597,,,,,,,mfcc_sma[8]_max_min,0.06511124786768702
,,F34_affectby_F19,0.06250086026319597,,,,,,,lspFreq_sma[2]_minPos_std,0.0651112478676915
,,F52_affectby_F44,0.06250086026319597,,,,,,,mfcc_sma_de[3]_iqr1-3_min,0.06524148321537789
,,F58_affectby_F43,0.06250086026319597,,,,,,,lspFreq_sma_de[4]_skewness_max,0.06538289211289239
,,F12_affectby_F47,0.06250086026319597,,,,,,,pcm_zcr_sma_de_amean_std,0.06555493477789653
,,F27_affectby_F84,0.06292981502101491,,,,,,,mfcc_sma_de[10]_iqr2-3_std,0.06555493477789653
,,F4_affectby_F51,0.06292981502101491,,,,,,,lspFreq_sma_de[1]_quartile2_mean,0.06555493477789653
,,F48_affectby_F42,0.06292981502101491,,,,,,,mfcc_sma_de[8]_amean_min,0.06555493477789653
,,F19_affectby_F62,0.06292981502101491,,,,,,,F0_sma_de_max_max,0.06557044362684415
,,F81_affectby_F79,0.06336120067915453,,,,,,,lspFreq_sma_de[0]_iqr1-2_mean,0.06600111135611211
,,F13_affectby_F19,0.06336120067915453,,,,,,,mfcc_sma_de[8]_max_mean,0.06600111135611211
,,F13_affectby_F1,0.06336120067915453,,,,,,,mfcc_sma[8]_linregerrQ_mean,0.06600111135611211
,,F88_affectby_F14,0.06336120067915453,,,,,,,mfcc_sma_de[3]_max_max,0.06600111135611211
,,F24_affectby_F11,0.06379502700776653,,,,,,,pcm_zcr_sma_skewness_std,0.06644978742968737
,,F73_affectby_F82,0.06379502700776653,,,,,,,mfcc_sma_de[8]_linregerrQ_min,0.06663054966841908
,,F13_affectby_F88,0.06379502700776653,,,,,,,lspFreq_sma[3]_min_min,0.06690097283474257
,,F6_affectby_F69,0.06379502700776653,,,,,,,mfcc_sma[6]_max_std,0.06690097283474257
,,F70_affectby_F4,0.06379502700776653,,,,,,,mfcc_sma[12]_maxPos_std,0.06690097283474257
,,F21_affectby_F63,0.06467004080712903,,,,,,,mfcc_sma_de[3]_amean_min,0.06690097283474257
,,F14_affectby_F56,0.06467004080712903,,,,,,,lspFreq_sma[2]_amean_min,0.06690097283474257
,,F61_affectby_F40,0.06467004080712903,,,,,,,lspFreq_sma[7]_skewness_max,0.0671273565916866
,,F88_affectby_F37,0.06467004080712903,,,,,,,lspFreq_sma_de[1]_quartile2_std,0.06735467741592784
,,F78_affectby_F64,0.06511124786768702,,,,,,,lspFreq_sma[2]_quartile1_std,0.06735467741592784
,,F59_affectby_F48,0.06511124786768702,,,,,,,mfcc_sma[4]_range_max,0.06826968352665437
,,F11_affectby_F26,0.0651112478676915,,,,,,,lspFreq_sma[0]_iqr1-3_mean,0.06826968352665437
,,F75_affectby_F35,0.0651112478676915,,,,,,,mfcc_sma_de[12]_range_max,0.06826968352665437
,,F3_affectby_F57,0.0651112478676915,,,,,,,pcm_loudness_sma_iqr1-2_max,0.06826968352665437
,,F36_affectby_F13,0.06555493477789653,,,,,,,F0env_sma_de_amean_min,0.06826968352665437
,,F30_affectby_F29,0.06555493477789653,,,,,,,lspFreq_sma_de[2]_maxPos_std,0.06873100478617955
,,F36_affectby_F66,0.06555493477789653,,,,,,,mfcc_sma[6]_quartile3_std,0.06919488468131951
,,F33_affectby_F71,0.06555493477789653,,,,,,,lspFreq_sma_de[3]_kurtosis_max,0.06925790383260064
,,F18_affectby_F30,0.06555493477789653,,,,,,,voiceProb_sma_max_min,0.06957157021434328
,,F45_affectby_F44,0.06555493477789653,,,,,,,pcm_intensity_sma_de_quartile1_max,0.06965820683180511
,,F53_affectby_F22,0.06555493477789653,,,,,,,mfcc_sma[6]_min_max,0.06966133309602082
,,F59_affectby_F81,0.06600111135611211,,,,,,,voiceProb_sma_de_iqr2-3_max,0.06966133309602082
,,F12_affectby_F59,0.06600111135611211,,,,,,,mfcc_sma_de[3]_quartile2_min,0.06966133309602082
,,F84_affectby_F57,0.06600111135611211,,,,,,,mfcc_sma[1]_stddev_mean,0.07013035992138664
,,F6_affectby_F9,0.06600111135611211,,,,,,,F0env_sma_linregerrA_std,0.07060197505545346
,,F34_affectby_F46,0.06600111135611211,,,,,,,mfcc_sma_de[9]_kurtosis_max,0.07066691036115616
,,F18_affectby_F3,0.06600111135611211,,,,,,,F0env_sma_de_stddev_std,0.07107618840293797
,,F59_affectby_F38,0.06600111135611211,,,,,,,pcm_loudness_sma_quartile1_mean,0.07107618840293797
,,F8_affectby_F21,0.06600111135611211,,,,,,,lspFreq_sma[0]_linregc1_std,0.07107618840293797
,,F3_affectby_F33,0.06644978742968737,,,,,,,mfcc_sma_de[9]_linregerrQ_std,0.07107618840293797
,,F61_affectby_F48,0.06644978742968737,,,,,,,lspFreq_sma_de[6]_skewness_min,0.0715108169882586
,,F85_affectby_F72,0.06644978742968737,,,,,,,lspFreq_sma_de[2]_iqr1-3_std,0.07155300987501043
,,F83_affectby_F4,0.06644978742968737,,,,,,,pcm_loudness_sma_de_iqr1-2_min,0.07194921551053104
,,F88_affectby_F41,0.06644978742968737,,,,,,,mfcc_sma[6]_linregerrQ_min,0.07201153405112527
,,F20_affectby_F84,0.06644978742968737,,,,,,,lspFreq_sma[2]_iqr1-2_min,0.07254005343192395
,,F55_affectby_F59,0.06644978742968737,,,,,,,mfcc_sma_de[7]_iqr2-3_min,0.07264016714340298
,,F19_affectby_F6,0.06644978742968737,,,,,,,mfcc_sma[2]_linregc2_min,0.07299922224229059
,,F78_affectby_F16,0.06690097283474257,,,,,,,mfcc_sma_de[6]_quartile2_std,0.07299922224229059
,,F16_affectby_F71,0.06690097283474257,,,,,,,voiceProb_sma_de_quartile3_std,0.07348657544511922
,,F28_affectby_F26,0.06690097283474257,,,,,,,mfcc_sma_de[6]_quartile3_std,0.07348657544511922
,,F15_affectby_F75,0.06735467741592784,,,,,,,mfcc_sma[11]_amean_max,0.07348657544511922
,,F29_affectby_F18,0.06735467741592784,,,,,,,mfcc_sma[5]_quartile1_max,0.07348657544511922
,,F16_affectby_F5,0.06735467741592784,,,,,,,mfcc_sma_de[9]_linregerrQ_max,0.07348657544511922
,,F1_affectby_F34,0.06735467741592784,,,,,,,lspFreq_sma[6]_skewness_max,0.07397658641675309
,,F22_affectby_F70,0.06735467741592784,,,,,,,mfcc_sma_de[8]_linregc2_min,0.07446910277144579
,,F29_affectby_F10,0.06781091102621425,,,,,,,lspFreq_sma[6]_quartile3_max,0.07446926510199574
,,F17_affectby_F6,0.06781091102621425,,,,,,,mfcc_sma[12]_iqr1-3_max,0.07446926510199574
,,F23_affectby_F5,0.06781091102621425,,,,,,,pcm_loudness_sma_linregc1_min,0.07446926510199574
,,F46_affectby_F69,0.06781091102621425,,,,,,,mfcc_sma[3]_maxPos_std,0.0749646214503967
,,F41_affectby_F65,0.06781091102621425,,,,,,,F0env_sma_linregc2_max,0.07546266541597946
,,F70_affectby_F26,0.06781091102621425,,,,,,,lspFreq_sma_de[2]_linregerrA_std,0.07546266541597946
,,F19_affectby_F84,0.06781091102621425,,,,,,,mfcc_sma_de[6]_amean_std,0.07596340695702548
,,F25_affectby_F5,0.06781091102621425,,,,,,,mfcc_sma[8]_quartile3_min,0.07596340695702548
,,F49_affectby_F6,0.06781091102621425,,,,,,,lspFreq_sma[6]_linregc2_mean,0.07596340695702548
,,F80_affectby_F6,0.06781091102621425,,,,,,,mfcc_sma_de[1]_skewness_mean,0.07596340695702548
,,F32_affectby_F60,0.06781091102621425,,,,,,,F0env_sma_quartile1_std,0.07596340695702548
,,F79_affectby_F55,0.06826968352665437,,,,,,,mfcc_sma[10]_max_mean,0.07596340695702548
,,F12_affectby_F39,0.06826968352665437,,,,,,,lspFreq_sma[3]_range_min,0.07596574645049618
